world_cup,release_date,usage,rank,points,team,team_key,source_url
2014,2014-06-05,pre_tournament,20,882.0,Mexico,mexico,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,21,873.0,Bosnia and Herzegovina,bosnia and herzegovina,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,22,858.0,Algeria,algeria,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,23,809.0,Denmark,denmark,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,23,809.0,Côte d'Ivoire,cote d'ivoire,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,25,800.0,Slovenia,slovenia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,26,791.0,Ecuador,ecuador,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,27,786.0,Scotland,scotland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,28,762.0,Costa Rica,costa rica,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,29,761.0,Romania,romania,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,30,745.0,Serbia,serbia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,31,743.0,Panama,panama,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,32,741.0,Sweden,sweden,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,33,731.0,Honduras,honduras,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,34,724.0,Czech Republic,czechia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,35,722.0,Turkey,turkiye,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,36,715.0,Egypt,egypt,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,37,704.0,Ghana,ghana,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,38,682.0,Armenia,armenia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,39,674.0,Cape Verde Islands,cape verde islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,40,672.0,Venezuela,venezuela,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,41,644.0,Wales,wales,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,42,643.0,Austria,austria,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,43,641.0,IR Iran,ir iran,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,44,640.0,Nigeria,nigeria,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,45,627.0,Peru,peru,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,46,626.0,Japan,japan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,47,624.0,Hungary,hungary,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,48,612.0,Tunisia,tunisia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,49,591.0,Slovakia,slovakia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,50,575.0,Paraguay,paraguay,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,51,574.0,Montenegro,montenegro,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,52,566.0,Iceland,iceland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,52,566.0,Guinea,guinea,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,54,565.0,Sierra Leone,sierra leone,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,55,562.0,Norway,norway,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,56,558.0,Cameroon,cameroon,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,57,547.0,Korea Republic,korea republic,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,57,547.0,Mali,mali,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,59,539.0,Uzbekistan,uzbekistan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,60,538.0,Burkina Faso,burkina faso,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,61,532.0,Finland,finland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,62,526.0,Australia,australia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,63,510.0,Jordan,jordan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,64,498.0,Libya,libya,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,65,496.0,South Africa,south africa,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,66,495.0,Albania,albania,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,67,483.0,Bolivia,bolivia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,68,481.0,El Salvador,el salvador,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,69,474.0,Poland,poland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,70,473.0,Republic of Ireland,republic of ireland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,71,470.0,Trinidad and Tobago,trinidad and tobago,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,72,460.0,United Arab Emirates,united arab emirates,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,73,452.0,Haiti,haiti,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,74,451.0,Senegal,senegal,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,75,444.0,Israel,israel,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,76,441.0,Zambia,zambia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,77,439.0,Morocco,morocco,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,78,425.0,Bulgaria,bulgaria,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,79,420.0,Oman,oman,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,80,419.0,FYR Macedonia,fyr macedonia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,81,411.0,Jamaica,jamaica,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,82,397.0,Belarus,belarus,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,83,396.0,Azerbaijan,azerbaijan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,84,395.0,Congo DR,congo dr,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,85,393.0,Congo,congo,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,86,390.0,Uganda,uganda,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,87,386.0,Benin,benin,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,88,383.0,Togo,togo,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,89,382.0,Gabon,gabon,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,90,381.0,Northern Ireland,northern ireland,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,90,381.0,Saudi Arabia,saudi arabia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,92,375.0,Botswana,botswana,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,93,364.0,Angola,angola,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,94,358.0,Palestine,palestine,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,95,354.0,Cuba,cuba,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,96,349.0,Georgia,georgia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,97,347.0,New Zealand,new zealand,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,98,343.0,Estonia,estonia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,99,340.0,Zimbabwe,zimbabwe,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,100,339.0,Qatar,qatar,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,101,334.0,Moldova,moldova,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,102,333.0,Equatorial Guinea,equatorial guinea,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,103,331.0,China PR,china pr,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,104,329.0,Iraq,iraq,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,105,321.0,Central African Republic,central african republic,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,106,319.0,Lithuania,lithuania,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,107,317.0,Ethiopia,ethiopia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,108,296.0,Kenya,kenya,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,109,293.0,Latvia,latvia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,110,289.0,Bahrain,bahrain,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,110,289.0,Canada,canada,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,112,284.0,Niger,niger,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,113,283.0,Tanzania,tanzania,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,114,277.0,Namibia,namibia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,115,276.0,Kuwait,kuwait,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,116,271.0,Liberia,liberia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,116,271.0,Rwanda,rwanda,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,118,269.0,Mozambique,mozambique,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,119,267.0,Luxembourg,luxembourg,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,120,254.0,Aruba,aruba,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,120,254.0,Sudan,sudan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,122,247.0,Malawi,malawi,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,123,242.0,Vietnam,vietnam,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,124,241.0,Kazakhstan,kazakhstan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,125,233.0,Lebanon,lebanon,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,126,229.0,Tajikistan,tajikistan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,127,226.0,Guatemala,guatemala,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,128,221.0,Burundi,burundi,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,129,217.0,Philippines,philippines,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,130,215.0,Afghanistan,afghanistan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,131,212.0,Dominican Republic,dominican republic,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,132,204.0,Malta,malta,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,133,203.0,St Vincent and the Grenadines,st vincent and the grenadines,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,134,201.0,Guinea-Bissau,guinea-bissau,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,134,201.0,Chad,chad,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,136,197.0,Suriname,suriname,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,137,196.0,Mauritania,mauritania,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,137,196.0,St Lucia,st lucia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,139,194.0,Lesotho,lesotho,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,140,190.0,New Caledonia,new caledonia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,140,190.0,Syria,syria,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,142,189.0,Cyprus,cyprus,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,143,183.0,Turkmenistan,turkmenistan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,144,182.0,Madagascar,madagascar,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,144,182.0,Grenada,grenada,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,146,175.0,Korea DPR,korea dpr,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,147,171.0,Maldives,maldives,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,148,166.0,Gambia,gambia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,149,163.0,Kyrgyz Republic,kyrgyz republic,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,149,163.0,Thailand,thailand,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,151,158.0,Antigua and Barbuda,antigua and barbuda,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,152,152.0,Belize,belize,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,153,149.0,Malaysia,malaysia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,154,144.0,India,india,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,155,141.0,Singapore,singapore,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,156,137.0,Guyana,guyana,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,157,135.0,Indonesia,indonesia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,158,134.0,Puerto Rico,puerto rico,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,159,133.0,Myanmar,myanmar,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,160,124.0,St Kitts and Nevis,st kitts and nevis,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,161,122.0,Tahiti,tahiti,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,162,118.0,Liechtenstein,liechtenstein,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,163,112.0,Hong Kong,hong kong,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,164,102.0,Nepal,nepal,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,164,102.0,Pakistan,pakistan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,166,99.0,Montserrat,montserrat,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,167,98.0,Bangladesh,bangladesh,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,168,97.0,Laos,laos,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,169,93.0,Dominica,dominica,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,170,92.0,Barbados,barbados,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,171,89.0,Faroe Islands,faroe islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,172,86.0,São Tomé and Príncipe,sao tome and principe,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,173,85.0,eSwatini,eswatini,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,174,84.0,Comoros,comoros,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,175,83.0,Bermuda,bermuda,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,176,78.0,Chinese Taipei,chinese taipei,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,176,78.0,Nicaragua,nicaragua,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,178,77.0,Guam,guam,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,179,73.0,Sri Lanka,sri lanka,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,180,70.0,Solomon Islands,solomon islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,181,66.0,Seychelles,seychelles,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,182,65.0,Curaçao,curacao,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,183,61.0,Yemen,yemen,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,184,57.0,Mauritius,mauritius,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,185,47.0,South Sudan,south sudan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,186,40.0,Bahamas,bahamas,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,187,35.0,Mongolia,mongolia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,188,34.0,Fiji,fiji,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,189,32.0,Samoa,samoa,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,190,28.0,Cambodia,cambodia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,190,28.0,Vanuatu,vanuatu,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,192,26.0,Brunei Darussalam,brunei darussalam,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,192,26.0,Timor-Leste,timor-leste,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,192,26.0,Tonga,tonga,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,195,23.0,US Virgin Islands,us virgin islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,196,21.0,Cayman Islands,cayman islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,196,21.0,Papua New Guinea,papua new guinea,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,198,18.0,British Virgin Islands,british virgin islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,198,18.0,American Samoa,american samoa,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,200,16.0,Andorra,andorra,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,201,11.0,Eritrea,eritrea,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,202,8.0,Somalia,somalia,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,202,8.0,Macau,macau,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,204,6.0,Djibouti,djibouti,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,205,5.0,Cook Islands,cook islands,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,206,3.0,Anguilla,anguilla,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,207,0.0,Bhutan,bhutan,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,207,0.0,San Marino,san marino,https://en.fifaranking.net/ranking/?d=2014-06-05
2014,2014-06-05,pre_tournament,207,0.0,Turks and Caicos Islands,turks and caicos islands,https://en.fifaranking.net/ranking/?d=2014-06-05
